id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
"3017901",DEPOSITO TOKIS,,"461212",Comercio al por menor de cerveza,0 a 5 personas,CALLE,20 DE NOVIEMBRE,CALLE,MERCURIO,CALLE,MANGANESO,CALLE,FIERRO,"215",,,,,,COLONIA,UNIDAD HAB SAN PEDRO,,,,"66210","19",NUEVO LEAN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0026","050","8183156460",,,Fijo,25.67899863,-100.41794025,2010-07
"3019231",DEPOSITO TONYS,,"461212",Comercio al por menor de cerveza,0 a 5 personas,CALLE,PLATINO,CALLE,MANGANESO,CALLE,MERCURIO,CALLE,ALUMINIO,"204",,,,,,COLONIA,UNIDAD HAB SAN PEDRO,,,,"66210","19",NUEVO LEAN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0026","014","8183156460",,,Fijo,25.67930042,-100.41627951,2010-07
"3018864",DEPOSITO EL HUASTECO,,"461212",Comercio al por menor de cerveza,0 a 5 personas,CALLE,AZUFRE,CALLE,ALUMINIO,CALLE,PROLONGACION RIOLITA,CALLE,TALCO,"201",,,,"0",,COLONIA,FIJO,,,,"66230","19",NUEVO LECN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0312","012","81159076754",,,Fijo,25.68616318,-100.41585598,2010-07
"7564226",FARMACIA,,"464111",Farmacias sin miniscper,0 a 5 personas,CALLE,ANTONIO I. VILLARREAL,CALLE,ANTONIO I VILLARREAL,CALLE,EMILIANO ZAPATA,ANDADOR,FRANCISCO CPRDENAS,,SN,,,,,COLONIA,VISTA MONTAPA,,,,"66210","19",NUEVO LENN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0327","038",,,,Fijo,25.68220161,-100.40758052,2019-11
"3019265",ESTANQUILLO,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceleneas",0 a 5 personas,CALLE,PLATINO,CALLE,COBALTO,CALLE,PLOMO,CALLE,ALUMINIO,"202",,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","011","8113523898",,,Fijo,25.68213409,-100.41596256,2010-07
"3019152",ESTANQUILLO,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceleneas",0 a 5 personas,CALLE,PLAN DE AYALA,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,AQUILES SERDAN,CALLE,PLAN DE GUADALUPE,"204",B,,,,,COLONIA,REVOLUCION IV SECTOR,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0327","009",,,,Fijo,25.68223683,-100.40852537,2010-07
"3019145",ESTANQUILLO,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceleneas",0 a 5 personas,CALLE,GENERAL PABLO GONZALEZ GARZA,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,AQUILES SERDAN,CALLE,ROQUE GONZRLEZ GARZA,"205",,,,,,COLONIA,REVOLUCION,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0327","005","8183155477",,,Fijo,25.68240752,-100.41101074,2010-07
"2990183",FLORERIA ELISA,,"466312",Comercio al por menor de plantas y flores naturales,0 a 5 personas,CALLE,BENJAMIN HILL,CALLE,MANUEL J. CLOUTHIER,CALLE,EULALIO GUZMAN,CALLE,FALIX I.,"127",,,,,,COLONIA,EL OBISPO,,,,"66214","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0331","046","8183157900",FLORERIAELISA@TELMEXMAIL.COM,,Fijo,25.67857994,-100.40056536,2014-12
"7564160",FLORERIA ARTE Y DISESO,,"466312",Comercio al por menor de plantas y flores naturales,0 a 5 personas,CALLE,ANTONIO I. VILLARREAL,CALLE,ADOLFO DE LA HUERTA,CALLE,GENERAL ELVARO OBREGON,CALLE,ADOLFO DE LA HUERTA,"147",,,,,,COLONIA,VISTA MONTAAA,,,,"66216","19",NUEVO LENN,"019",San Pedro Garza GarcOa,"0001",San Pedro Garza GarcOa,"0327","022",,,,Fijo,25.68159134,-100.40752516,2019-11
"3019160",HELADOS LA TAPATIA,,"461170",Comercio al por menor de paletas de hielo y helados,0 a 5 personas,CALLE,GENERAL FELIPE ANGELES,CALLE,GENERAL FLVARO OBREGON,AVENIDA,GENERAL EMILIANO ZAPATA,AVENIDA,DIVISIAN DEL NORTE,,SN,,,,,COLONIA,REVOLUCION,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza GarcAa,"0001",San Pedro Garza GarcAa,"0327","013","8183383061",,,Fijo,25.68171066,-100.40997792,2010-07
"3017896",FARMACIA MERALK,,"464111",Farmacias sin miniscper,0 a 5 personas,AVENIDA,LAS TORRES,CALLE,ORO,CALLE,FIERRO,CALLE,MANGANESO,,SN,EDIFICIO SIN NOMBRE,PISO 1,,,COLONIA,UNIDAD HABITACIONAL SAN PEDRO,,,,"66210","19",NUEVO LEAN,"019",San Pedro Garza GarcSa,"0001",San Pedro Garza GarcSa,"0026","042",,FARMACIA.MERALK@GIMAIL.COM,,Fijo,25.68021577,-100.41704625,2010-07
"3019358",FERRETERIA CEDILLO,,"467111",Comercio al por menor en ferretertas y tlapaler as,0 a 5 personas,CALLE,MANUEL J CLOUTHIER,CALLE,LANDON,CALLE,ALEJANDRO VI,CALLE,EULALIO GUZM,"913",,,,,,COLONIA,VILLAS DEL OBISPO,,,,"66214","19",NUEVO LEEN,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0331","049","8111336119",,,Fijo,25.67742769,-100.3993822,2010-07
"3019338",FRUTERIA LA LIMONADA,,"461130",Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,PEDRO M. PERALES,CALLE,GENERAL BERNARDO REYES,AVENIDA,GENERAL EMILIANO ZAPATA,AVENIDA,MANUEL J. CLOUTHIER,,SN,,,,,COLONIA,EL OBISPO,,,,"66214","19",NUEVO LEON,"019",San Pedro Garza GarcAa,"0001",San Pedro Garza GarcAa,"0331","019",,,,Fijo,25.67922146,-100.40427513,2010-07
"7563986",FRUTERIA LA ECONOMICA,,"461130",Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,GRAFITO,CALLE,FIERRO,CALLE,CROMO,CALLE,COBALTO,"334",A,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","030",,,,Fijo,25.68456911,-100.4171664,2019-11
"7564173",EXPENDIO DE PAN,,"461190",Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,NICEFORO ZAMBRANO,CALLE,GENERAL  LVARO OBREGON,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,ANTONIO I. VILLARREAL,,SN,,,,,COLONIA,REVOLUCION,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza GarcLa,"0001",San Pedro Garza GarcLa,"0327","021","8110794128",,,Fijo,25.68189791,-100.4068649,2019-11
"3019236",FERRETERIA LAS TORRES,"UNION FLORES FERRETERA, SA DE CV","467111",Comercio al por menor en ferretersas y tlapalermas,0 a 5 personas,AVENIDA,LAS TORRES,CALLE,ORO,CALLE,ALUMINIO,CALLE,MANGANESO,,SN,,,,,COLONIA,UNIDAD HAB SAN PEDRO,,,,"66210","19",NUEVO LEAN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0026","043","8183157317",UNIONFLORESFERRETERA@GIMAIL.COM,,Fijo,25.68018536,-100.41687471,2010-07
"3019281",FERRETERIA RUBE,,"467111",Comercio al por menor en ferreterias y tlapaler as,0 a 5 personas,CALLE,ANTONIO I. VILLARREAL,CALLE,LUCIO BLANCO,CALLE,GENERAL ALVARO OBREGON,CALLE,LUCIO BLANCO,"154",,,,,,COLONIA,REVOLUCION 2 SECTOR,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza GarcOa,"0001",San Pedro Garza GarcOa,"0327","020",,,,Fijo,25.68155265,-100.40781556,2010-07
"2990094",FERRETERIA RG,,"467111",Comercio al por menor en ferretercas y tlapaleryas,0 a 5 personas,CALLE,COBALTO,CALLE,POTASIO,CALLE,SODIO,CALLE,PLOMO,"222",,,,"0",,CIUDAD,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","022",,,,Fijo,25.68238608,-100.4119851,2014-12
"3019232",FOTOGRAFIA PAPELERIA Y MERCERIA XAVY,,"465311",Comercio al por menor de artRculos de papelersa,0 a 5 personas,CALLE,MANGANESO,CALLE,ORO,CALLE,ALUMINIO,CALLE,MERCURIO,"302",,,,,,COLONIA,UNIDAD HAB SAN PEDRO,,,,"66210","19",NUEVO LEAN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0026","051",,,,Fijo,25.679437,-100.41696384,2010-07
"9027157",FLORES Y DETALLES PIENSA EN MI,,"466312",Comercio al por menor de plantas y flores naturales,0 a 5 personas,AVENIDA,GENERAL EMILIANO ZAPATA,ANDADOR,ANACLETO GUERRERO,CALLE,NICEFORO ZAMBRANO,CALLE,RAMIRO TAMEZ,"101",A,,,,,COLONIA,VISTA MONTAZA,,,,"66216","19",NUEVO LENN,"019",San Pedro Garza GarcAa,"0001",San Pedro Garza GarcAa,"0327","046",,,,Fijo,25.6822498,-100.40681281,2019-11
"9288442",KALTEX,KALTEX SA DE CV,"465919",Comercio al por menor de otros art culos de uso personal,0 a 5 personas,BOULEVARD,LICENCIADO GUSTAVO DIAZ ORDAZ,CALLE,MARIA CANTU TREVIOO,OTRO (ESPECIFIQUE),SIN REFERENCIA,CALLE,PALMA,,SN,,,,,COLONIA,LA LEONA,,,,"66210","19",NUEVO LE,"019",San Pedro Garza GarcIa,"0001",San Pedro Garza GarcIa,"0577","002",,,,Fijo,25.67482954,-100.41153952,2020-11
"3018872",FARMACIAS SIMILARES NUEVA VIDA,,"464111",Farmacias sin minis per,0 a 5 personas,CALLE,FIERRO,CALLE,COBALTO,CALLE,GRAFITO,CALLE,CROMO,"302",,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcpa,"0001",San Pedro Garza Garcpa,"0026","030","8183159824",,,Fijo,25.68398485,-100.41700576,2010-07
"3019275",FARMACIAS SIMILARES,,"464111",Farmacias sin minis,0 a 5 personas,CALLE,ALUMINIO,CALLE,COBALTO,CALLE,GRAFITO,CALLE,ORO,"302",,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcpa,"0001",San Pedro Garza Garcpa,"0026","022",,,,Fijo,25.68335159,-100.41623985,2010-07
"3019280",HIERBERIA,,"465919",Comercio al por menor de otros art culos de uso personal,0 a 5 personas,CALLE,FIERRO,CALLE,COBALTO,CALLE,GRAFITO,CALLE,ORO,,SN,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","021","8116454738",,,Fijo,25.68437553,-100.41685046,2010-07
"7564043",ESTANQUILLO SIN NOMBRE,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelineas",0 a 5 personas,CALLE,COBRE,CALLE,PLOMO,CALLE,COBALTO,CALLE,ZINC,"0",SN,,,"0",,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","014",,,,Fijo,25.68235474,-100.4131683,2019-11
"3019308",FERRETERIA 44-4,,"467111",Comercio al por menor en ferreterSas y tlapaler as,0 a 5 personas,CALLE,NICEFORO ZAMBRANO,CALLE,GENERAL  LVARO OBREGON,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,ANTONIO I. VILLARREAL,,SN,,,,,COLONIA,VISTA MONTAVA,,,,"66219","19",NUEVO LENN,"019",San Pedro Garza GarcLa,"0001",San Pedro Garza GarcLa,"0327","021",,,,Fijo,25.68199028,-100.40683322,2010-07
"2992794",ESTANQUILLO ZENON,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelineas",0 a 5 personas,PRIVADA,LICENCIADO VERDAD,AVENIDA,IGNACIO MORONES PRIETO,AVENIDA,JOSE MARIANO JIMENEZ,AVENIDA,IGNACIO MORONES PRIETO,"873",,,,,,COLONIA,LUCIO BLANCO,,,,"66238","19",NUEVO LEAN,"019",San Pedro Garza GarcTa,"0001",San Pedro Garza GarcTa,"0577","025","8183366653",,,Fijo,25.6656158,-100.41164599,2014-12
"3019197",FERRETERIA BARZA,,"467111",Comercio al por menor en ferretertas y tlapaler as,0 a 5 personas,CALLE,PLATA,CALLE,GRAFITO,CALLE,COBALTO,CALLE,URANIO,"302",,,,"0",,COLONIA,SANPEDRO 400,,,,"66210","19",NUEVO LE N,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","024","8183157338",,,Fijo,25.68321324,-100.41444096,2010-07
"8279458",FRUTERIA SIN NOMBRE,,"461130",Comercio al por menor de frutas y verduras frescas,0 a 5 personas,AVENIDA,IGNACIO MORONES PRIETO,AVENIDA,JOSE MARIANO JIMENEZ,AVENIDA,JOSE VASCONCELOS,AVENIDA,JOSN VASCONCELOS,"641",,,,,,COLONIA,LUCIO BLANCO,,,,"66238","19",NUEVO LEAN,"019",San Pedro Garza Garc,"0001",San Pedro Garza Garc,"0577","025","8121460183",,,Fijo,25.66639229,-100.40999997,2019-11
"7563379",HELADERIA SIN NOMBRE,,"461170",Comercio al por menor de paletas de hielo y helados,0 a 5 personas,AVENIDA,MANUEL J. CLOUTHIER,CALLE,COBRE,CALLE,ZINC,CALLE,PLOMO,,SN,,,,,COLONIA,SAN PDRO 400,,,,"66210","19",NUEVO LE N,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","031",,,,Fijo,25.68023817,-100.41336267,2019-11
"3019319",FRUTERIA SIN NOMBRE,,"461130",Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,FRANCISCO I. MADERO,CALLE,SEBASTIAN LERDO DE TEJADA,CALLE,HERMANOS SERDAN,CALLE,BELISARIO DOMANGUEZ,"409",D,,,,,COLONIA,EL OBISPO,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza GarcEa,"0001",San Pedro Garza GarcEa,"0331","006","8183156272",,,Fijo,25.68106295,-100.40386474,2010-07
"7648377",ESTANQUILLO SIN NOMBRE,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceleneas",0 a 5 personas,CALLE,PLATA,AVENIDA,MANUEL J. CLOUTHIER,CALLE,PLOMO,CALLE,URANIO,"106",,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","002",,,,Fijo,25.68075806,-100.41441919,2019-11
"8633440",FRUTERIA AM,,"461130",Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,FRANCISCO I. MADERO,CALLE,ANDADOR CORREGIDORA,CALLE,SEBASTIAN LERDO DE TEJADA,CALLE,PANFILO N JERA,"608",D,,,,,COLONIA,EL OBISPO,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza GarcEa,"0001",San Pedro Garza GarcEa,"0331","009",,,,Fijo,25.68094626,-100.4034557,2019-11
"3019205",FRUTERIA AGUILA LEAL,,"461130",Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,COBALTO,CALLE,ZINC,CALLE,CARBONO,CALLE,PLOMO,"0",SN,,,"0",,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","015","8183083901",MARGARITASLG@GMAIL.COM,,Fijo,25.68305364,-100.41395165,2010-07
"3018874",FARMACIA DE DIOS,,"464111",Farmacias sin minis,0 a 5 personas,CALLE,CROMO,CALLE,COBALTO,CALLE,GRAFITO,CALLE,FIERRO,,SN,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcpa,"0001",San Pedro Garza Garcpa,"0026","030","8183156229",,,Fijo,25.68377171,-100.41735026,2010-07
"8830338",FANOMA,,"467111",Comercio al por menor en ferreterias y tlapalercas,0 a 5 personas,CALLE,MAGNESIO,CALLE,MERCURIO,AVENIDA,LAS TORRES,CALLE,TITANIO,,SN,,,,,COLONIA,TRABAJADORES,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","045",,,,Fijo,25.6789533,-100.41579867,2019-11
"3019310",MINI SUPER GARCIA,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,GENERAL BERNARDO REYES,CALLE,LICENCIADO ADOLFO RUIZ CORTINES,CALLE,LICENCIADO MIGUEL ALEMAN VALDES,CALLE,ADOLFO DE LA HUERTA,,SN,,,,,COLONIA,VISTA MONTAAA,,,,"66210","19",NUEVO LENN,"019",San Pedro Garza GarcEa,"0001",San Pedro Garza GarcEa,"0327","026","8115004724",,,Fijo,25.68125022,-100.40647584,2010-07
"7563990",MINI SUPER BLANQUITA,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,PLATINO,CALLE,TUNGSTENO,CALLE,OSMIO,CALLE,TUNGSTENO,"618",,,,"0",,COLONIA,SAN PEDRO 400,,,,"67260","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","045",,,,Fijo,25.68690877,-100.41072829,2019-11
"3019225",MINI SUPER BAGU,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,MERCURIO,CALLE,ZINC,CALLE,CARBONO,AVENIDA,LAS TORRES,"805",,,,,,COLONIA,UNIDAD HABITACIONAL SAN PEDRO,,,,"66210","19",NUEVO LEAN,"019",San Pedro Garza GarcSa,"0001",San Pedro Garza GarcSa,"0026","013","8180401703",,,Fijo,25.67913361,-100.41390501,2010-07
"3019240",PALETERIA Y NEVERIA LA MICHOACANA,,"461170",Comercio al por menor de paletas de hielo y helados,0 a 5 personas,AVENIDA,MANUEL J. CLOUTHIER,CALLE,PLATA,CALLE,CARBONO,CALLE,PLOMO,"707",,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","012",,,,Fijo,25.6803703,-100.41406134,2010-07
"7648372",MINI SUPER ADRI,,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceleneas",0 a 5 personas,CALLE,FRANCISCO I. MADERO,CALLE,ANDADOR CORREGIDORA,CALLE,SEBASTIAN LERDO DE TEJADA,CALLE,PANFILO N JERA,"610",A,,,,,COLONIA,EL OBISPO,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza GarcEa,"0001",San Pedro Garza GarcEa,"0331","009",,,,Fijo,25.68091905,-100.40333787,2019-11
"3019195",MINI SUPER ALDAPE,MINI SUPER ALDAPE SA DE CV,"462112",Comercio al por menor en minisupers,6 a 10 personas,CALLE,CARBONO,CALLE,COBALTO,CALLE,GRAFITO,CALLE,ZINC,"337",,,,"0",,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","004","8183157001",,,Fijo,25.68443551,-100.41397347,2010-07
"8505025",NUTRICION HERBALIFE,,"464113","Comercio al por menor de productos naturistas, medicamentos homeop ticos y de complementos alimenticios",0 a 5 personas,CALLE,ORO,CALLE,PLOMO,AVENIDA,MANUEL J. CLOUTHIER,CALLE,FIERRO,"106",B,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","019","8115829263",,,Fijo,25.6811865,-100.4169324,2019-11
"8688706",MI TIENDITA,MI TIENDITA,"461110","Comercio al por menor en tiendas de abarrotes, ultramarinos y miscelineas",0 a 5 personas,CALLE,FIERRO,CALLE,ALABASTRO,CALLE,GRANITO,CALLE,BASALTO,"627",,,,"0",,COLONIA,COLONIA,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0312","003",,,,Fijo,25.68773308,-100.41626903,2019-11
"6858177",LLANTRAL,LLANTRAL SA DE CV,"468213","Comercio al por menor de llantas y ctmaras para automaviles, camionetas y camiones",11 a 30 personas,CALLE,LICENCIADO ADOLFO RUIZ CORTINES,CALLE,ADOLFO DE LA HUERTA,CALLE,GENERAL BERNARDO REYES,CALLE,ARTURO B. DE LA GARZA,"123",,,,,,COLONIA,VISTA NONTAEA,,,,"66216","19",NUEVO LENN,"019",San Pedro Garza GarcAa,"0001",San Pedro Garza GarcAa,"0327","027",,CONTABILIDAD@LLANTRAL.COM,,Fijo,25.68046577,-100.40643192,2019-04
"6371445",OXXO SUC 50DOZDIAZ ORDAZ MTY,CADENA COMERCIAL OXXO SA DE CV,"462112",Comercio al por menor en minisupers,6 a 10 personas,BOULEVARD,Licenciado Gustavo Draz Ordaz,CALLE,Corregidora,CALLE,NINGUNO,CALLE,Lucio Blanco,"0",KM 335,,,"0",,COLONIA,LA LEONA,,,,"66210","19",NUEVO LE,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0577","003",,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.67446552,-100.40424527,2010-07
"2990096",MOLINO NIXTAMAL,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,COBALTO,CALLE,URANIO,CALLE,PLATA,CALLE,PLOMO,"235",,,,"0",,CIUDAD,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","023",,,,Fijo,25.68307078,-100.41475355,2014-12
"3019198",MATERIALES MACIAS,,"467111",Comercio al por menor en ferretersas y tlapaleraas,6 a 10 personas,CALLE,URANIO,CALLE,GRAFITO,CALLE,COBALTO,CALLE,PLATA,"307",,,,"0",,COLONIA,SANPEDRO 400,,,,"66210","19",NUEVO LE N,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0011","024","8183155356",JJESUSMACIAS@HOTMAIL.COM,,Fijo,25.68337062,-100.41480514,2010-07
"9238255",NL SIX 4 NIQUEL,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,"461212",Comercio al por menor de cerveza,0 a 5 personas,CALLE,Aluminio,CALLE,NAquel,CALLE,Grafito,CALLE,Fierro,"220",,,,"0",,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0312","019",,,,Fijo,25.68483684,-100.41604199,2020-04
"7648375",MINI SUPER LA ESQUINITA,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,MANUEL GONZALEZ,CALLE,MANUEL RIVERA ANAYA,CALLE,FELIX I.,CALLE,EULALIO GUZMAN,,SN,,,,,COLONIA,VILLAS DEL OBISPO,,,,"66210","19",NUEVO LEEN,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0331","040",,,,Fijo,25.67902377,-100.40006787,2019-11
"2990117",MINI SUPER LA ABEJITA,,"462112",Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,ANTONIO I. VILLARREAL,CALLE,NICEFORO ZAMBRANO,CALLE,GENERAL  LVARO OBREGLN,"324",,,,,,COLONIA,REVOLUCION,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza GarcLa,"0001",San Pedro Garza GarcLa,"0327","021","8183158467",,,Fijo,25.68202286,-100.40740488,2014-12
"9238258",NL SIX 4 BENJAMIN HILL,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,"461212",Comercio al por menor de cerveza,0 a 5 personas,CALLE,Manuel J. Clouthier,CALLE,Andador Corregidora,CALLE,Benjamrn Hill,CALLE,Sebastinn Lerdo de Tejada,"701",,,,"0",,COLONIA,VILLAS DEL OBISPO,,,,"66214","19",NUEVO LEEN,"019",San Pedro Garza Garcea,"0001",San Pedro Garza Garcea,"0331","045",,,,Fijo,25.67792797,-100.40197639,2020-04
"2992703",PAPELERIA 22,,"465311",Comercio al por menor de articulos de papelerra,0 a 5 personas,AVENIDA,MANUEL J. CLOUTHIER,CALLE,PLATA,CALLE,CARBONO,CALLE,PLOMO,"705",,,,,,COLONIA,SAN PEDRO 400,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","012",,,,Fijo,25.68039459,-100.41418416,2010-07
"3019133",MERCERIA,,"465912",Comercio al por menor de regalos,0 a 5 personas,CALLE,ANTONIO DIAZ SOTO,AVENIDA,DIVISION DEL NORTE,CALLE,RICARDO FLORES MAGON,AVENIDA,MANUEL J. CLOUTHIER,"152",,,,,,COLONIA,REVOLUCION PRIMER SECTOR,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza GarcCa,"0001",San Pedro Garza GarcCa,"0327","031","8183155031",,,Fijo,25.68002186,-100.41052369,2010-07
"6850780",OXXO SUC 50P23 NEORIS MTY,CADENA COMERCIAL OXXO SA DE CV,"462112",Comercio al por menor en minisupers,6 a 10 personas,BOULEVARD,LICENCIADO GUSTAVO DrAZ ORDAZ,CALLE,ORO,CALLE,ZINC,CALLE,MERCURIO,"0",SN,,,,,COLONIA,SAN PEDRO UNIDAD,,,,"66215","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0026","025",,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,25.67546763,-100.41696911,2018-11
"3018879",MINI SUPER VILLANUEVA,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,FIERRO,CALLE,CRISTAL,CALLE,MARGA,CALLE,CROMO,"0",SN,,,"0",,COLONIA,ALABASTRO,,,,"66210","19",NUEVO LEON,"019",San Pedro Garza Garcra,"0001",San Pedro Garza Garcra,"0312","007",,,,Fijo,25.68678738,-100.41656749,2010-07
"7564231",MINI SUPER VALLES,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,ANTONIO I. VILLARREAL,CALLE,ANTONIO DIAZ SOTO,AVENIDA,MANUEL J. CLOUTHIER,CALLE,ANTONIO I. VILLARREAL,,SN,,,,,COLONIA,REVOLUCION,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza GarcLa,"0001",San Pedro Garza GarcLa,"0327","032",,,,Fijo,25.67935114,-100.40827807,2019-11
"2990120",MINI SUPER SAN PEDRO,,"462112",Comercio al por menor en minisupers,0 a 5 personas,CALLE,ANTONIO I. VILLARREAL,CALLE,GENERAL ILVARO OBREGON,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,GENERAL ELVARO OBREGAN,"207",,,,,,COLONIA,REVOLUCION,,,,"66219","19",NUEVO LEON,"019",San Pedro Garza GarcAa,"0001",San Pedro Garza GarcAa,"0327","021","8183158067",,,Fijo,25.68193063,-100.40774221,2014-12
